name,city,province,latitude,longitude,categories,primaryCategories,review_count,avg_rating
Days Inn Milledgeville,Milledgeville,GA,33.11612,-83.26032,"Hotels,Lodging,Motels,Hotels Motels,Budget Hotels,Hotel",Accommodation & Food Services,1,3.0
"Drury Inn Suites Jackson, MO",Jackson,MO,37.4272,-89.64302,"Hotels,Lodging,Motels,Bed and Breakfast and Inns,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,5,5.0
Drury Inn Suites Sikeston,Sikeston,MO,36.89169,-89.53665,"Hotels,Lodging,Motels,Hotels Motels,Motel and Hotel,Hotels & Motels",Accommodation & Food Services,2,5.0
Econo Lodge Downtown,Louisville,KY,38.25232,-85.75327,"Hotels,Lodging,Motels,Corporate Lodging,Hotel",Accommodation & Food Services,1,4.0
Courtyard Gainesville,Gainesville,FL,29.62,-82.38617,"Hotels,Hotel",Accommodation & Food Services,4,4.0
Kangaroo Lake Resort,Baileys Harbor,WI,45.03515,-87.14832,"Resorts,Motels,Lodging,Hotels Motels,Hotel,Hotels & Motels",Accommodation & Food Services,1,5.0
Extended Stay America Washington D.C. - Fairfax,Fairfax,VA,38.87092,-77.36796,"Hotels,Corporate Lodging,Hotels-Apartment,Lodging,Motels,Hotel,Hotels & Motels,Hotels Motels",Accommodation & Food Services,2,4.0
Hampton Inn Roanoke/Hollins - I-81,Roanoke,VA,37.35629,-79.95644,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,1,4.0
Comfort Inn Ballston,Arlington,VA,38.885876,-77.11707,"Hotels,Lodging,Motels,Corporate Lodging,Hotel,Hotels Motels,Corporate Housing",Accommodation & Food Services,4,4.75
Hampton Inn Suites Greenville/Spartanburg I-85,Duncan,SC,34.91312,-82.1042,"Hotels,Lodging,Bed and Breakfast and Inns,Corporate Lodging,Hotels and motels,Hotel and motel reservations,Hotels Motels,Spa,Hotel",Accommodation & Food Services,3,4.666666666666667
Hotel Galaxy,Las Vegas,NV,36.09497,-115.18189,"Hotels,Lodging,Hotel",Accommodation & Food Services,1,3.0
Super 8 Forney,Forney,TX,32.75547,-96.46963,"Hotels,Lodging,Motels,Hotels Motels,Family-Friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels,Hotel",Accommodation & Food Services,2,3.5
Hampton Inn Suites California University-Pittsburgh,Coal Center,PA,40.09727,-79.8839,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,4,3.75
Best Western Plus Arlington North Hotel Suites,Grand Prairie,TX,32.78382,-97.06068,"Hotels,Lodging,Hotels and motels,Hotel",Accommodation & Food Services,4,4.5
Hampton Inn Erie-South,Erie,PA,42.04809,-80.08264,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,12,4.5
Holiday Inn Express & Suites Bloomington,Bloomington,IN,39.167097,-86.570891,"Hotel,Wedding Sites,Hotel & Motel Reservations,Accommodation Reservations,Hotels,Hotels & Motels,Accommodations & Lodging,Meeting Facilities,Motels",Accommodation & Food Services,5,4.2
Courtyard Annapolis,Annapolis,MD,38.977239,-76.551949,"Hotel,Travel,Luxury Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Lodging,Tourist Hotels,Boutique Hotels",Accommodation & Food Services,3,3.3333333333333335
Ojai Rancho Inn,Ojai,CA,34.4445,-119.2532,"Hotel,Hotels and motels,Hotels Motels,Travel Agencies",Accommodation & Food Services,1,5.0
Northgate Motel,Conrad,MT,48.17455,-111.94314,"Motels,Hotels,Lodging,Travel and Tourism,Hotel",Accommodation & Food Services,1,5.0
Quality Inn And Suites,Missoula,MT,46.90716,-114.03886,"Lodging,Motels,Hotels,Corporate Lodging,Hotels Motels,Hotel",Accommodation & Food Services,5,4.0
Best Western Plus Kelly Inn Suites,Billings,MT,45.75454,-108.53982,"Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Budget Hotels,Business Hotels,Corporate Housing,Hotels & Motels,Hotel",Accommodation & Food Services,6,4.333333333333333
Boulder Creek Lodge Montana,Hall,MT,46.47089,-113.23608,"Motels,Hotels,Resorts,Lodging,Restaurants,Hotel",Accommodation & Food Services,1,4.0
Best Western Paradise Inn,Dillon,MT,45.22677,-112.62817,"Lodging,Hotels,Banquet Halls and Reception Facilities,Hotels Motels,Hotel",Accommodation & Food Services,2,5.0
Miles City Hotel Suites,Miles City,MT,46.39322,-105.82188,"Hotels,Hotel",Accommodation & Food Services,4,4.5
Best Western War Bonnet Inn,Miles City,MT,46.39883,-105.82296,"Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Travel Agencies,Budget Hotels,Wholesale Motel Hotel Equipment,Business Hotels,Motel Hotel Consultants,Motels","Wholesale Trade,Accommodation & Food Services",3,4.333333333333333
Fairfield Inn Bozeman,Bozeman,MT,45.69862,-111.05039,"Hotels,Lodging,Corporate Lodging,Hotels Motels,Hotel",Accommodation & Food Services,2,3.0
Prairie Winds Motel,Ellendale,ND,46.00641,-98.52794,"Motels,Lodging,Hotels,Hotels and motels,Hotel",Accommodation & Food Services,1,5.0
Element Fargo,West Fargo,ND,46.85033,-96.88209,"Hotels,Lodging,Hotel and Motel Consultants,Hotels and motels,Hotel and motel reservations,Motels,Hotel",Accommodation & Food Services,1,5.0
Best Western Kelly Inn,Minot,ND,48.20631,-101.31634,"Hotel,Lodging,Hotels",Accommodation & Food Services,1,5.0
The Fargo Inn Suites,Fargo,ND,46.86508,-96.84595,"Bars,Casinos,Hotels,Motels,Hotels and motels,Hotel,Hotel Village West",Accommodation & Food Services,4,3.5
Waldo Arms Hotel,Kaktovik,AK,70.13362,-143.61252,"Hotels,Lodging,Motels,Hotel,Hotels (Except Casino Hotels) and Motels",Accommodation & Food Services,1,5.0
Greybull Motel,Greybull,WY,44.49223,-108.0557,"Motels,Hotels,Lodging,Hotels and motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,3,4.333333333333333
Wheels Motel,Greybull,WY,44.50264,-108.05593,"Motels,Hotels,Lodging,Hotels Motels,Hotel,Hotels & Motels",Accommodation & Food Services,2,4.5
Comfort Inn Evansville-Casper,Evansville,WY,42.85444,-106.26659,"Hotels,Lodging,Motels,Hotel,Budget Hotels,Hotels & Motels",Accommodation & Food Services,7,4.428571428571429
Ponderosa Lodge,Red River,NM,36.70894,-105.40714,"Hotels,Resorts,Lodging,Hotel,Motels,Hotels Motels",Accommodation & Food Services,1,5.0
Terrace Towers Lodge,Red River,NM,36.711823,-105.41255,"Motels,Hotels,Lodging,Resorts,Hotel",Accommodation & Food Services,1,5.0
Chalet Moosehead Lakefront Motel,Greenville Junction,ME,45.488396,-69.63753,"Motels,Lodging,Hotel,Hotels",Accommodation & Food Services,1,5.0
The Cabins At Pinehaven,Beaver,WV,37.75158,-81.073105,"Hotels,Lodging,Tourist Hotels,Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
Cotulla Motel,Cotulla,TX,28.43834,-99.23574,"Motels,Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
Anglers Inn,Ashton,ID,44.07112,-111.45362,"Bed and Breakfast and Inns,Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,2.0
Comfort Suites Alamo/River walk,San Antonio,TX,29.42667,-98.48081,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,9,4.666666666666667
Hampton Inn Suites San Antonio-Downtown/Market Square,San Antonio,TX,29.42053,-98.4968,"Hotels,Hotel",Accommodation & Food Services,1,5.0
Best Western Plus Burleson Inn Suites,Burleson,TX,32.53912,-97.31124,"Hotels,Lodging,Hotel and motel mgmt.,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,2,3.5
Residence Inn Fort Worth Cultural District,Fort Worth,TX,32.74871,-97.35283,"Corporate Lodging,Hotels,Hotels-Apartment,Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,4,4.0
Best Western Plus Springfield Airport Inn,Springfield,MO,37.21306,-93.37116,"Hotels,Lodging,Hotel,Event Planning",Accommodation & Food Services,3,4.333333333333333
Holiday Inn Express Hotel & Suites Defiance,Defiance,OH,41.31174,-84.36274,"Hotels and motels,Hotel and motel reservations,Hotels",Accommodation & Food Services,1,3.0
"Country Inn & Suites By Carlson, Athens, Ga",Athens,GA,33.9502,-83.4119,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Budget Hotels,Family-friendly Hotels,Hotel and Motel,Hotels & Motels,Hotel,Motel",Accommodation & Food Services,4,4.5
Newark Garden Hotel,Newark,NY,43.04838,-77.09458,"Hotels,Lodging,Motels,Hotels Motels,Hotel,Hotel & Motel Consultants",Accommodation & Food Services,3,4.666666666666667
Home2 Suites by Hilton Canton,Canton,OH,40.85604,-81.41629,"Hotels,Lodging,Hotels and motels,Hotel,Motels",Accommodation & Food Services,2,5.0
Fairfield Inn & Suites Louisville Downtown,Louisville,KY,38.252922,-85.75175,"Hotel,Hotels",Accommodation & Food Services,8,3.625
TownePlace Suites Omaha West,Omaha,NE,41.2619,-96.083972,"Hotel,Motel,Hotels Motels,Luxury Hotels,Corporate Lodging,Hotels,Accommodations & Lodging,Lodging,Hotel West Omaha,Extended Stay Hotels,Motel and Hotel West Omaha,Vacation Packages,Motels,E-Commerce",Accommodation & Food Services,3,4.666666666666667
Hampton Baltimore/White Marsh,Nottingham,MD,39.37094,-76.46179,"Hotel,Hotels",Accommodation & Food Services,4,4.0
The Herrick Lodge,Union Dale,PA,41.76658,-75.48286,"Hotels,Lodging,Resorts,Motels,Hotels and motels,Hotel and motel reservations,Hotels Motels,Restaurant,Union Dale,Corporate Lodging,Union Dale Hotels,Pennsylvania (pa),Hotels & Motels,Hotel",Accommodation & Food Services,1,3.0
Comfort Inn Midtown,Tulsa,OK,36.09257,-95.9238,"Hotels,Lodging,Motels,Corporate Lodging,Hotel",Accommodation & Food Services,1,4.0
The Dunes On The Waterfront,Ogunquit,ME,43.25888,-70.59891,"Hotels,Lodging,Motels,Hotels and motels,Hotel and motel reservations,Hotel,Hotels Motels,Cottages Cabins,Hotel and Bed Breakfast",Accommodation & Food Services,2,5.0
Nordic Lodge,Sister Bay,WI,45.17957,-87.1482,"Resorts,Hotels,Motels,Lodging,Hotels Motels,Hotel,Hotels & Motels",Accommodation & Food Services,2,5.0
Maple Leaf Motel,Charlevoix,MI,45.307198,-85.2588,"Motels,Hotels,Hotel,Hotels & Motels",Accommodation & Food Services,2,4.5
Deer Trail Motel,Wisconsin Dells,WI,43.63441,-89.77094,"Motels,Lodging,Hotels and motels,Hotel",Accommodation & Food Services,1,5.0
Americas Best Value Inn Suites Carrollton,Carrollton,GA,33.59209,-85.04333,"Hotels,Lodging,Hotel",Accommodation & Food Services,2,3.5
Fairfield Inn Saginaw,Saginaw,MI,43.48216,-83.96853,"Lodging,Hotels,Corporate Lodging,Hotel,Hotels Motels",Accommodation & Food Services,5,4.6
Quality Inn North,Richmond,VA,37.63453,-77.4548,"Hotels,Corporate Lodging,Motels,Hotel",Accommodation & Food Services,2,1.0
Morristown Hotel Suites,Morristown,TN,36.200363,-83.338806,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
"Country Inn Suites By Carlson, Richmond I-95 South",Richmond,VA,37.39994,-77.4274,"Hotels,Hotel",Accommodation & Food Services,3,3.6666666666666665
Le Merigot At Tropicana,Evansville,IN,37.97347,-87.58008,"Resorts,Casinos,Lodging,Hotels,Hotel",Accommodation & Food Services,1,3.0
Baymont Inn Suites Normal Bloomington,Normal,IL,40.53312,-88.99778,"Hotels,Lodging,Motels,Hotel,Hotels Motels",Accommodation & Food Services,1,1.0
Sheraton Kansas City Hotel at Crown Center,Kansas City,MO,39.08477,-94.58051,"Hotel,Hotels",Accommodation & Food Services,45,4.044444444444444
Fairfield Inn & Suites Spokane Downtown,Spokane,WA,47.66092,-117.40987,"Hotel,Hotels Motels,Hotels",Accommodation & Food Services,11,4.363636363636363
Wyndham Houston - Medical Center Hotel and Suites,Houston,TX,29.7072,-95.4044,"Hotel,Clinics,Hotels and motels,Hotel and motel reservations,Medical centers,Physicians information bureaus,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Hotel University Place,Hotels",Accommodation & Food Services,4,4.25
Red Lion Inn & Suites McMinnville,McMinnville,OR,45.2018,-123.16803,"Hotel,Hotels",Accommodation & Food Services,7,3.5714285714285716
Courtyard Las Vegas Convention Center,Las Vegas,NV,36.130257,-115.155525,"Hotel,Hotels Motels",Accommodation & Food Services,4,3.75
Best Western Cooper's Mill Hotel,Cedar Rapids,IA,41.97902,-91.67569,"Hotel,Hotels",Accommodation & Food Services,8,4.25
Hampton Inn & Suites St Louis at Forest Park,Saint Louis,MO,38.62996,-90.281,"Hotel,Hotels",Accommodation & Food Services,10,5.0
Blackwater Inn Milton,Milton,FL,30.61252,-86.95989,"Hotels,Hotel",Accommodation & Food Services,2,2.0
Holiday Inn Express Ramsey-Mahwah,Ramsey,NJ,41.071,-74.1392,"Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Hotel and Meeting Room",Accommodation & Food Services,2,3.5
"Country Inn & Suites By Carlson, Rocky Mount, NC",Rocky Mount,NC,35.9791,-77.8473,"Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels,Hotels & Motels",Accommodation & Food Services,1,5.0
Doubletree by Hilton Hotel Reading,Reading,PA,40.335476,-75.9237,"Hotel,Hotels Motels,Wedding Sites,Meeting Facilities",Accommodation & Food Services,2,5.0
Shore Hotel,Santa Monica,CA,34.0124,-118.4961,"Resort,Hotels,Hotels Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Business Hotels,Beach Hotels,Budget Hotels,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,32,4.0625
Mohican Motel,Cooperstown,NY,42.69572,-74.93355,"Motels,Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,3.0
Hilton Garden Inn Columbus/Grove City,Grove City,OH,39.88177,-83.04512,"Hotels,Lodging,Hotel,Hotels and motels",Accommodation & Food Services,11,4.090909090909091
Best Western Adena Inn,Chillicothe,OH,39.36006,-82.97827,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,3.0
TownePlace Suites Seattle Everett/Mukilteo,Mukilteo,WA,47.92105,-122.30019,"Hotel,Hotels",Accommodation & Food Services,3,4.666666666666667
SpringHill Suites Paso Robles Atascadero,Atascadero,CA,35.52756,-120.70268,"Hotel,Hotels Motels,Hotels,Lodging,Motels",Accommodation & Food Services,1,5.0
Red Roof Inn Tallahassee,Tallahassee,FL,30.479883,-84.30708,"Hotel,Government Contractors,Hotels Motels,Family-friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Budget Hotels,Business Hotels,Hotels",Accommodation & Food Services,9,3.2222222222222223
Pine Cone Motel,Willits,CA,39.39798,-123.35002,"Motels,Lodging,Hotels,Hotels and motels,Hotel",Accommodation & Food Services,1,3.0
Travel Inn,Ridgecrest,CA,35.61471,-117.6715,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,3.0
Courtyard Houston Hobby Airport,Houston,TX,29.65579,-95.254195,"Hotel,Convention & Meeting Facilities & Services,Hotels",Accommodation & Food Services,2,2.5
Red Roof Inn Salem,Salem,NH,42.77919,-71.24128,"Hotels and motels,Hotel,Hotels Motels,Family-friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Budget Hotels,Business Hotels",Accommodation & Food Services,1,4.0
Courtyard By Marriott Montvale,Montvale,NJ,41.05463,-74.07048,"Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Motels,Corporate Lodging,Hotel",Accommodation & Food Services,6,4.0
Days Inn Wheelersburg Portsmouth,Wheelersburg,OH,38.724,-82.85906,"Hotels and motels,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
"Red Roof Inn Hagerstown Williamsport,",Williamsport,MD,39.6033,-77.8091,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Family-Friendly Hotels,Business Hotels,Budget Hotels,Hotel,Hotels,Hotels & Motels",Accommodation & Food Services,3,3.0
Hotel Nichols,South Haven,MI,42.40455,-86.27374,"Hotels and motels,Hotels Motels,Hotels,Motels,Lodging,Hotel",Accommodation & Food Services,1,5.0
Holiday Inn Hotel & Suites Tampa North-busch Gardens Area,Tampa,FL,28.05204,-82.42633,"Hotels and motels,Hotels,Conference Room,Hotel,Meeting Room",Accommodation & Food Services,3,3.0
Orcas Suites At Rosario,Eastsound,WA,48.64759,-122.87083,"Hotels and motels,Hotels,Lodging,Hotel,Motels,B&bs / Inns",Accommodation & Food Services,2,5.0
Best Western Radford Inn,Radford,VA,37.12588,-80.53854,"Hotel and motel mgmt.,Hotels and motels,Lodging,Hotels,Hotels Motels,Hotel",Accommodation & Food Services,4,2.5
Red Roof Inn Rockford,Rockford,IL,42.2703,-88.9714,"Hotels and motels,Government Contractors,Hotel,Hotels Motels,Hotels",Accommodation & Food Services,8,3.625
Courtyard Oakland Airport,Oakland,CA,37.735054,-122.196815,"Hotel,Building,Hotels Motels",Accommodation & Food Services,1,5.0
Celina Motel,Celina,OH,40.54714,-84.57129,"Motels,Lodging,Hotels Motels,Hotel,Hotels",Accommodation & Food Services,1,5.0
Motel 6 Mason,Mason,OH,39.29647,-84.31937,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,7,2.5714285714285716
Sea Shore Motel,Santa Monica,CA,34.00182,-118.483,"Motel,Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,9,4.666666666666667
Comfort Suites Airport,Columbus,OH,39.99962,-82.89356,"Hotels,Lodging,Corporate Lodging,Motels,Hotel",Accommodation & Food Services,1,3.0
Super 8 Anderson,Anderson,IN,40.05478,-85.64918,"Lodging,Motels,Hotels and motels,Hotel,Hotels Motels",Accommodation & Food Services,1,5.0
Best Western Plus Hawthorne Terrace Hotel,Chicago,IL,41.944115,-87.645996,"Travel & Transport,Hotels & Motels,Hotel,Hotel Lake View East",Accommodation & Food Services,4,4.75
Best Western Designer Inn & Suites,Galena,IL,42.40687,-90.41977,"Travel & Transport,Hotels & Motels,Hotel,Hotels",Accommodation & Food Services,1,4.0
Comfort Inn Corydon,Corydon,IN,38.24331,-86.12626,"Hotels,Lodging,Corporate Lodging,Motels,Hotel,Hotels Motels,Budget Hotels,Business Hotels,Family-friendly Hotels",Accommodation & Food Services,1,4.0
Hotel Damici Ristorante,Calistoga,CA,38.57924,-122.57841,"Hotels,Restaurants,Restaurant,Italian,Italian restaurants,Hotel",Accommodation & Food Services,1,4.0
SpringHill Suites Chesapeake Greenbrier,Chesapeake,VA,36.7788,-76.24254,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,4.0
Travelodge Inn And Suites Gardena CA,Gardena,CA,33.86182,-118.29887,"Hotels,Lodging,Motels,Hotels and motels,Hotel",Accommodation & Food Services,3,3.3333333333333335
Days Inn Fayetteville,Fayetteville,AR,36.0578,-94.19834,"Hotels,Lodging,Motels,Corporate Lodging,Hotel,Hotels Motels",Accommodation & Food Services,2,1.0
The Green Tree Inn,Elsah,IL,38.95378,-90.36155,"Hotels,Hotel,Travel & Transport,Bed & Breakfasts,Hotels & Motels",Accommodation & Food Services,3,5.0
Hampton Inn Bedford,Bedford,PA,40.04902,-78.51213,"Hotels,Lodging,Corporate Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,2,4.0
Ramada Platte City KCI Airport,Platte City,MO,39.35104,-94.76145,"Hotels,Hotel,Hotels Motels",Accommodation & Food Services,7,3.142857142857143
Paola Best Western Htl,Paola,KS,38.56981,-94.85776,"Hotels,Lodging,Hotel,Bed & Breakfast & Inns,Motels,Hotels and Motels",Accommodation & Food Services,1,5.0
Hampton Inn & Suites Woodstock Va,Woodstock,VA,38.86851592,-78.52828032,"Hotels and motels,Hotel",Accommodation & Food Services,2,5.0
Theater Motel,Westfield,NY,42.33832,-79.55534,"Hotels and motels,Motels,Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,3,3.3333333333333335
Hampton Inn & Suites Rosemont Chicago O'hare,Des Plaines,IL,41.99226,-87.86227,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,1,5.0
"The Siena Hotel, Autograph Collection",Chapel Hill,NC,35.9325,-79.032,"Hotels and motels,Hotels,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Budget Hotels,Business Hotels,Hotel",Accommodation & Food Services,1,5.0
Baymont Inn & Suites Boone,Boone,IA,42.03567,-93.867,"Hotels and motels,Hotel,Hotels",Accommodation & Food Services,4,2.5
Red Roof Inn Flint-bishop Airport,Flint,MI,42.98943,-83.739,"Hotels and motels,Hotel,Hotels Motels,Hotels",Accommodation & Food Services,4,2.25
Days Inn Ames,Ames,IA,42.02065,-93.61084,"Hotels,Lodging,Motels,Hotels and motels,Hotel and motel reservations,Hotels Motels,Budget Hotels,Hotel,Hotels & Motels",Accommodation & Food Services,1,1.0
Apple Tree Inn,Indianola,IA,41.37268,-93.55905,"Hotels,Hotels Motels,Hotels and motels,Hotel",Accommodation & Food Services,1,3.0
El Toro Motel,San Luis Obispo,CA,35.28719,-120.66178,"Motels,Hotels,Lodging,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
Residence Inn Macon,Macon,GA,32.90634,-83.68974,"Corporate Lodging,Hotels,Hotels-Apartment,Lodging,Hotel,Hotel and Meeting Room",Accommodation & Food Services,1,4.0
Argosy Casino Hotel Spa,Riverside,MO,39.16258,-94.62122,"Casinos,Restaurants,Hotels,Day Spas,Hotel",Accommodation & Food Services,1,3.0
Hampton Inn Suites Lansing West,Lansing,MI,42.7441,-84.66112,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,1,4.0
SpringHill Suites Atlanta Buckhead,Atlanta,GA,33.849064,-84.37302,"Hotel,Hotels Motels,Hotels & Motels",Accommodation & Food Services,2,4.0
Ponderosa Motel,Goldendale,WA,45.82375,-120.81071,"Motels,Hotels,Lodging,Hotel,B&bs / Inns",Accommodation & Food Services,2,4.0
Quality Inn Suites At Olympic National Park,Sequim,WA,48.07519,-123.13643,"Hotels,Motels,Corporate Lodging,Hotel",Accommodation & Food Services,1,5.0
Hyatt Place San Antonio-Northwest/Medical Center,San Antonio,TX,29.538499,-98.567198,"Hotel,Hotels",Accommodation & Food Services,9,4.222222222222222
Ramada Costa Mesa/Newport Beach,Costa Mesa,CA,33.635284,-117.92447,"Hotel,Motel,Hotels",Accommodation & Food Services,1,5.0
