name,city,province,latitude,longitude,categories,primaryCategories,review_count,avg_rating
Americas Best Value Inn & Suites Canon City,Cañon City,CO,38.44849,-105.21887,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,2,4.0
Grand Inn,Fullerton,CA,33.86098,-117.94123,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Bed & Breakfast & Inns,Hotel",Accommodation & Food Services,2,4.0
Holiday Inn Express & Suites Eureka,Eureka,CA,40.79107,-124.17978,"Hotels and motels,Budget Hotels,Meeting Facilities,Lodging,Family-friendly Hotels,Weekend Getaway Hotels,Wedding Sites,Tourist Hotels,Hotels Motels,Hotels & Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,2,5.0
Americas Best Value Inn & Suites-eureka,Eureka,CA,40.80165,-124.17405,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Super 8-el Centro,El Centro,CA,32.77691,-115.57139,"Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,4,4.0
Westchester Hotel,Culver City,CA,33.99515,-118.39406,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
Americas Best Value Inn-rialto,Rialto,CA,34.10627,-117.3777,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
Hotel Sausalito,Sausalito,CA,37.85604,-122.47882,"Hotels,Bed Breakfasts,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Hotels Motels,Bed & Breakfast & Inns,Motels,Hotel",Accommodation & Food Services,7,4.285714285714286
Best Western Inn At Palm Springs,Palm Springs,CA,33.80197,-116.54636,"Hotels and motels,Hotel and motel mgmt.,Hotel",Accommodation & Food Services,1,4.0
Best Western-valencia Inn,Valencia,CA,34.4204,-118.581,"Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotel",Accommodation & Food Services,4,3.5
Best Western Plus Hotel At The Convention Center,Long Beach,CA,33.768402,-118.18625,"Corporate Housing,Hotels and motels,Resorts,Budget Hotels,Hotel Downtown Long Beach,American restaurants,Lodging,Family-friendly Hotels,Restaurants,Hotels,Hotel and motel reservations,Night clubs and live music,Hotel and motel mgmt.,Hotels Motels,Hotel,Banquet facilities,Business Hotels",Accommodation & Food Services,8,4.25
Bancroft Hotel,Berkeley,CA,37.869,-122.25495,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel Southside,Hotel",Accommodation & Food Services,1,4.0
Rancho Tee Motel,Atascadero,CA,35.48774,-120.66625,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels",Accommodation & Food Services,1,2.0
Desert Inn Motel,Barstow,CA,34.89805,-117.01135,"Hotels,Resorts,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,2,3.0
Beach Comber Inn,Pismo Beach,CA,35.13877,-120.64114,"Hotels,Bed and Breakfast and Inns,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel",Accommodation & Food Services,1,5.0
Seacrest Oceanfront Hotel,Pismo Beach,CA,35.14796,-120.649605,"Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Lodging,Hotel",Accommodation & Food Services,41,4.512195121951219
Lincoln Plaza Hotel,Monterey Park,CA,34.061829,-118.121171,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,7,2.5714285714285716
Aztec Hotel,Monrovia,CA,34.15157,-118.00577,"Bar,Hotels and motels,Hotel",Accommodation & Food Services,2,1.0
Chariot Inn,Glendale,CA,34.14227,-118.241,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,2,3.5
Pasea Hotel & Spa,Huntington Beach,CA,33.6551537,-117.9990691,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,2,4.5
Courtyard by Marriott Scottsdale Salt River,Scottsdale,AZ,33.51318,-111.89154,"Hotels,Corporate Lodging,Lodging,Motels,Hotel",Accommodation & Food Services,2,5.0
Hampton Inn & Suites St. Louis/South I-55,Saint Louis,MO,38.468864,-90.32139,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,2,5.0
Hampton Inn & Suites Palestine,Palestine,TX,31.73313,-95.6215,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,6,5.0
Hotel Sutter,Sutter Creek,CA,38.39351,-120.80292,"Restaurant,Hotels and motels,Hotel and motel reservations,American restaurants,Hotels Motels,Hotels & Motels,Restaurants,Hotel",Accommodation & Food Services,4,4.0
The Chocolate Turtle Bed & Breakfast,Corrales,NM,35.224602,-106.642502,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,7,4.714285714285714
The Varden Hotel,Long Beach,CA,33.77123,-118.19394,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel Downtown Long Beach,Corporate Lodging,Lodging,Bed & Breakfast & Inns,Motels,Hotel",Accommodation & Food Services,14,4.785714285714286
Hotel Del Flores,Beverly Hills,CA,34.071434,-118.40001,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel West Los Angeles,Lodging,Motels",Accommodation & Food Services,2,1.0
Park City Peaks Hotel,Park City,UT,40.66722,-111.51419,"Hotels,Hotel and motel consultants,Hotels and motels,Hotel and motel reservations,Lodging,Hotels-Apartment,Luxury Hotels,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,3.0
American Inn,Elko,NV,40.82859,-115.77209,"Hotels,Bed and Breakfast and Inns,Hotel and motel consultants,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,4.0
The Charles Hotel,Cambridge,MA,42.372406,-71.12297,"Budget Hotels,Hotels and motels,Breakfast & Brunch,Lodging,Luxury Hotels,Family-friendly Hotels,Hotels,Banquet Rooms,Restaurant,Travel,Hotel Harvard Square,Boutique Hotels,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotels & Motels,Hotel,Business Hotels,Banquet facilities",Accommodation & Food Services,13,4.6923076923076925
Hotel Red,Madison,WI,43.06755,-89.41261,"Hotels,Hotels and motels,Hotel and motel reservations,American restaurants,Lodging,Hotels Motels,Motels,Hotel,Restaurants",Accommodation & Food Services,12,4.5
Atlantis Oceanfront Inn,Gloucester,MA,42.606773,-70.63355,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,8,4.5
Longwood Inn,Brookline,MA,42.340454,-71.11488,"Boutique Hotels,Extended Stay,Hotels and motels,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotel Coolidge Corner,Family-friendly Hotels,Hotel",Accommodation & Food Services,3,4.333333333333333
Plaza Motel,Peabody,MA,42.5338,-70.9896,"Hotels,Travel,Hotels and motels,Hotel and motel reservations,Travel and Tourism,Lodging,Hotels Motels,Bed & Breakfast & Inns,Motels,Hotel",Accommodation & Food Services,1,1.0
Lyttleton Inn,Littleton,MA,42.54463,-71.47637,"Hotels and motels,Hotel",Accommodation & Food Services,3,5.0
Beverly Garden Suites,Beverly,MA,42.58464,-70.88503,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,2,5.0
Best Western Springfield West Inn,West Springfield,MA,42.1176,-72.6242,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,3,4.333333333333333
Hampton Inn-seattle/everett,Everett,WA,47.97802,-122.21388,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,2,4.0
Hotel Aiken,Aiken,SC,33.56113,-81.72195,"Hostel,Hotels,Hotels and motels,Hotel and motel reservations,American restaurants,Lodging,Hotels Motels,Motels,Hotel,Restaurants,Lounges",Accommodation & Food Services,6,3.0
Super 8 Delavan Near Lake Geneva,Delavan,WI,42.6254,-88.6257,"Hotels and motels,Budget Hotels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,1,1.0
Campus Inn Motel,Baraboo,WI,43.47777,-89.76794,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotel",Accommodation & Food Services,1,3.0
Admiral Hotel,Arlington,TX,32.77319461,-97.06349122,"Hotels and motels,Hotel North Arlington,Hotel",Accommodation & Food Services,1,2.0
Staybridge Suites Omaha 80th And Dodge,Omaha,NE,41.261265,-96.03644,"Hotel and motel consultants,Hotels and motels,Budget Hotels,Travel and Tourism,Corporate Lodging,Lodging,Hotel, Conference Room, and Meeting Room Central Omaha,Banquet Halls & Reception Facilities,Luxury Hotels,Family-friendly Hotels,Bed and Breakfast,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotels and Lodging,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Beach Hotels,Business Hotels,Hotel",Accommodation & Food Services,1,4.0
Holiday Inn Express & Suites Bethlehem,Bethlehem,PA,40.593613,-75.338486,"Hotels and motels,Budget Hotels,Resorts,Lodging,Family-friendly Hotels,Hotels,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,7,4.285714285714286
Best Western Riverview Inn & Suites,Rahway,NJ,40.6041,-74.2627,"Hotels,Hotels and motels,Hotel Motel & Resort Reservations,Hotel and motel mgmt.,American restaurants,Lodging,Hotels Motels,Motels,Restaurants",Accommodation & Food Services,1,3.0
Best Western Plus Murray Hill Hotel & Suites,New Providence,NJ,40.6991,-74.4034,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,5.0
Red Roof Inn Cleveland-medina,Medina,OH,41.13805,-81.79652,"Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,5,3.0
Candlewood Suites Somerset,Somerset,NJ,40.52949,-74.51853,"Hotels,Hotels and motels,Hotel and motel reservations,Conference Room,Meeting Room,Hotel",Accommodation & Food Services,5,2.6
Best Western Kenosha Inn,Broken Arrow,OK,36.0628,-95.7756,"Hotels and motels,Travel and Tourism,Hotel and motel mgmt.,Hotels Motels,Hotel",Accommodation & Food Services,2,4.5
Motel 6 Jaiden & Jiya LLC,Elk City,OK,35.42172,-99.3762,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging",Accommodation & Food Services,2,2.0
Beavers Bend Lodging,Broken Bow,OK,34.11123,-94.73979,"Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,5.0
Seven Gables Inn,Saint Louis,MO,38.6512,-90.339,"Hotels,Caterers,Hotels and motels,American restaurants,Hotels Motels,Hotels & Motels,Hotel,Restaurants",Accommodation & Food Services,4,4.75
Aloft Durham Downtown,Durham,NC,35.99286,-78.90429,"Hotels,Hotels and motels,Travel and Tourism,Lodging,Motels,Hotel Bull Durham,Hotel",Accommodation & Food Services,2,4.5
Carter Lodge,Chimney Rock,NC,35.4394,-82.2473,"Hotels,Hotels and motels,Resorts,Hotels Motels,Hotel",Accommodation & Food Services,1,4.0
Comfort Suites Outlet Center,Asheville,NC,35.5268,-82.6059,"Hotels,Hotels and motels,American restaurants,Hotels Motels,Restaurants,Hotel",Accommodation & Food Services,5,3.8
M -37 Motel,Newaygo,MI,43.4198,-85.759384,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,3.0
Schleichers Landing,Cassville,WI,42.762052,-91.057274,"Resorts,Campground,Campgrounds,Hotels Motels,travel,Hotels & Motels,Hotel",Accommodation & Food Services,1,1.0
Sleep inn,Summerville,SC,33.038757,-80.153916,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,3.0
Microtel Inn Suites by Wyndham Marietta,Marietta,OH,39.408594,-81.428717,"Hotels,Budget Hotels,Tourist Hotels,Hotels Motels,Family-friendly Hotels,Hotels & Motels,Hotel,Business Hotels",Accommodation & Food Services,7,4.428571428571429
Days Inn St. Louis - Lindbergh Boulevard,Saint Louis,MO,38.552489,-90.40623,"Hotels,Hotel",Accommodation & Food Services,6,4.166666666666667
America's Best Inn Suites,Norcross,GA,33.911578,-84.204094,"Hotels and motels,Hotel",Accommodation & Food Services,1,1.0
InterContinental San Francisco,San Francisco,CA,37.78205,-122.404736,"Resort,Budget Hotels,Resorts,Spa,Lodging,Luxury Hotels,Family-friendly Hotels,Hotels,Restaurant,Motel Hotel Consultants,Weekend Getaway Hotels,Motel & Hotel Consultants,Conference Room,Tourist Hotels,Hotels Motels,Hotels & Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,30,4.633333333333334
Appletree Inn,Independence,KS,37.225001,-95.708515,"Building,Bed Breakfasts,Hotels,Apartment Hotels,Inns,Lodging,Hotels Motels,Hotels-Apartment,Extended Stay Hotels,Bed & Breakfast & Inns,Motels,Hotel",Accommodation & Food Services,1,4.0
Holiday Inn Express Baltimore-Bwi Airport West,Hanover,MD,39.160149,-76.711776,"Hotels,Hotel",Accommodation & Food Services,35,4.228571428571429
Hyatt Regency Sacramento,Sacramento,CA,38.577485,-121.490905,"Family-Friendly Hotels,Budget Hotels,Weekend Getaway Hotels,Motel & Hotel Consultants,Tourist Hotels,Lodging,Luxury Hotels,Hotels & Motels,Hotel,Business Hotels",Accommodation & Food Services,1,5.0
Courtyard by Marriott Newport News Airport,Newport News,VA,37.114,-76.505793,"Hotels,Hotels and motels,Corporate Lodging,Airports,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Drury Inn Suites St. Louis Convention Center,Saint Louis,MO,38.631209,-90.188329,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel Downtown East,Hotel",Accommodation & Food Services,3,5.0
Holiday Inn Express Suites Deming Mimbres Valley,Deming,NM,32.273999,-107.717523,"Family-Friendly Hotels,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Lodging,Hotels & Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,3,4.666666666666667
Holiday Inn Express Suites Clinton,Clinton,OK,35.496542,-98.98414,"Breakfast Spot,Hotels and motels,Resorts,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,2,4.5
Drury Inn Suites Dayton North,Dayton,OH,39.843264,-84.191354,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Bed & Breakfast & Inns,Hotel",Accommodation & Food Services,7,4.714285714285714
Hotel Prince Spafford,Brooklyn,NY,40.618735,-74.032482,"Hotels,Hotel",Accommodation & Food Services,1,1.0
Sleep Inn,Fayetteville,NC,35.009593,-78.826744,"Hotels,Budget Hotels,Corporate Lodging,Tourist Hotels,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotels & Motels,Hotel,Business Hotels",Accommodation & Food Services,16,3.8125
Fairfield Inn Corbin,Corbin,KY,36.976312,-84.112884,"Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,2,3.0
Howard Johnson Express Inn/Airport,Louisville,KY,38.1918,-85.743085,"Hotels,Budget Hotels,Hotels Motels,Hotel",Accommodation & Food Services,5,1.8
Budget Inn of America,Medford,OR,42.32351,-122.869103,"Hotels,Budget Hotels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,1,4.0
Solvang Inn Cottages,Solvang,CA,34.59591,-120.144447,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotels & Motels,Hotel,Rental Services",Accommodation & Food Services,2,3.5
Garrison Inn,Newburyport,MA,42.810971,-70.873691,"Hotels and motels,Hotel",Accommodation & Food Services,1,3.0
Portland Harbor Hotel,Portland,ME,43.655492,-70.255278,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,4.0
Courtyard by Marriott Houston Brookhollow,Houston,TX,29.809349,-95.444089,"Hotels,Resort,Motel,Hotel",Accommodation & Food Services,11,3.8181818181818183
DoubleTree by Hilton Hotel Washington DC - Silver Spring,Silver Spring,MD,38.998349,-77.026281,"Hotels,Hotel",Accommodation & Food Services,42,4.071428571428571
Best Western Plus Glenview-Chicagoland Inn Suites,Glenview,IL,42.087938,-87.868059,"Corporate Housing,Hotels,Hotels and motels,Travel & Transport,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotels & Motels,Motels,Hotel",Accommodation & Food Services,7,4.714285714285714
SpringHill Suites Coeur d'Alene,Coeur d'Alene,ID,47.697971,-116.808477,"Hotels,Lodging,Coeur D'alene Hotels,Motels,Hotel",Accommodation & Food Services,3,5.0
Days Inn Baltimore South/Glen Burnie,Glen Burnie,MD,39.197683,-76.614455,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,42,3.1904761904761907
Holiday Inn Express Portland Se - Clackamas Area,Gladstone,OR,45.380906,-122.582158,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,5,3.4
Circa 39 Hotel,Miami Beach,FL,25.812,-80.12359,"Hotels,Hotel",Accommodation & Food Services,3,4.333333333333333
Days Inn Columbus East,Reynoldsburg,OH,39.937776,-82.829242,"Hotels,Hotel",Accommodation & Food Services,2,4.5
Hilton Garden Inn BWI Airport,Linthicum Heights,MD,39.210072,-76.677158,"Hotels,Hotel",Accommodation & Food Services,41,4.439024390243903
Holiday Inn Express and Suites,Farmington,NM,36.720617,-108.181824,"Hotels,Family-Friendly Hotels,Corporate Lodging,Tourist Hotels,Banquet Halls & Reception Facilities,Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,1,4.0
Alamo Motel,Los Alamos,CA,34.744339,-120.278909,"Hotels and motels,Hotel and motel reservations,Motel,Hotels Motels,Hotel",Accommodation & Food Services,1,3.0
Howard Johnson Marina at Monterey Bay,Marina,CA,36.680057,-121.784975,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,1,4.0
Hampton Inn Orlando-Maingate South,Davenport,FL,28.235918,-81.650351,"Hotels and motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,2,4.5
The L.A. Hotel Downtown,Los Angeles,CA,34.054883,-118.255312,"Hotels,Meeting Room,Hotel",Accommodation & Food Services,2,4.0
Best Western Dutch Valley Inn,New Philadelphia,OH,40.491773,-81.471361,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,4,4.75
Red Roof Inn Hampton Coliseum Convention Center,Hampton,VA,37.0385,-76.38656,"Hotels,Motel,General Travel,Hotel",Accommodation & Food Services,25,2.52
Comfort Suites,Chincoteague Island,VA,37.936369,-75.373772,"Hotels,Corporate Lodging,Lodging,Motels,Hotel",Accommodation & Food Services,76,4.2105263157894735
McMenamins Kennedy School,Portland,OR,45.564565,-122.630046,"Hotels,Bar,Hotel,Movie Theater",Accommodation & Food Services,7,4.707142857142857
hampton inn Springfield southeast,Springfield,MO,37.155323,-93.225773,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,2,5.0
Hilton Garden Inn Myrtle Beach/Coastal Grand Mall,Myrtle Beach,SC,33.701745,-78.927972,"Hotels,Lodging,Accommodations & Lodging,Hotel",Accommodation & Food Services,1,5.0
Holiday Inn Express Suites Denver Sw-Littleton,Littleton,CO,39.580333,-105.141033,"Hotels,Hotels and motels,Hotel and Meeting Room,Meeting Room,Hotel",Accommodation & Food Services,1,4.0
Red Roof Inn Detroit - Southfield,Southfield,MI,42.48953,-83.27823,"Hotels and motels,Motel,General Travel,Hotels Motels,Hotel",Accommodation & Food Services,4,2.0
Fairfield Inn Suites Tyler,Tyler,TX,32.304123,-95.325714,"Hotels,Corporate Lodging,Hotel and Building,Lodging,Hotel",Accommodation & Food Services,3,4.0
Harborside Inn,Edgartown,MA,41.389039,-70.513133,"Time Shares,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,9,4.555555555555555
Honua Kai Resort Spa,Lahaina,HI,20.94429,-156.690786,"Hotels,Resort,Spa,Hotel,Hotel Pool",Accommodation & Food Services,99,4.404040404040404
Virginia Beach Resort Hotel Conference Center,Virginia Beach,VA,36.913202,-76.06851,"Hotels,Resort,Conference Room,Hotel",Accommodation & Food Services,42,3.7857142857142856
Hilton Baltimore BWI Airport,Linthicum Heights,MD,39.195823,-76.680678,"Hotels,Meeting Room,Hotel",Accommodation & Food Services,33,4.242424242424242
Staybridge Suites Lincoln Northeast,Lincoln,NE,40.82838,-96.604166,"Hotel & Motel Reservations,Budget Hotels,Corporate Lodging,Lodging,Accommodations & Lodging,Family-friendly Hotels,Motels,Accommodation Reservations,Hotels,Extended Stay,Weekend Getaway Hotels,Tourist Hotels,Conference Room,Hotels Motels,Meeting Room,Hotels & Motels,Beach Hotels,Business Hotels,Hotel",Accommodation & Food Services,2,4.5
Hyatt Place Baltimore/Inner Harbor,Baltimore,MD,39.284641,-76.599013,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,54,4.388888888888889
Holiday Inn Sarasota-Airport,Sarasota,FL,27.397494,-82.545924,"Hotels and motels,Resorts,Budget Hotels,Cottages,Lodging,Luxury Hotels,Family-friendly Hotels,Hotel, Conference Room, and Meeting Room,Weekend Getaway Hotels,Conference Room,Tourist Hotels,Meeting Room,Hotels Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,2,3.0
Baymont Inn Suites Grand Rapids SW/Byron Center,Byron Center,MI,42.813064,-85.670067,"Hotels,Hotels and motels,Budget Hotels,Tourist Hotels,Motel,Hotels Motels,Family-friendly Hotels,Business Hotels,Hotel",Accommodation & Food Services,1,3.0
Hampton Inn and Suites Baltimore Inner Harbor,Baltimore,MD,39.2886967,-76.61233306,"Hotel,Hotels Motels",Accommodation & Food Services,39,4.226923076923077
Hampton Inn and Suites Williamsburg-Central,Williamsburg,VA,37.28382755,-76.70792162,"Hotel,Hotels Motels",Accommodation & Food Services,22,4.202272727272727
"Pier 5 Hotel Baltimore, Curio Collection by Hilton",Baltimore,MD,39.28482809,-76.60571605,"Hotel,Hotels,Hotels Motels,Wedding Sites,Meeting Facilities",Accommodation & Food Services,40,4.205
Homewood Suites by Hilton Baltimore,Baltimore,MD,39.2837994,-76.60164714,"Hotel,Hotels Motels",Accommodation & Food Services,15,4.01
SpringHill Suites by Marriott Virginia Beach Oceanfront,Virginia Beach,VA,36.838167,-75.97202003,"Hotel,Hotels Motels,Meeting Facilities",Accommodation & Food Services,21,4.142857142857143
Sense Beach House,Miami Beach,FL,25.773472,-80.13254,"Hotels,Guest House,Hotel",Accommodation & Food Services,35,4.477142857142857
Home2 Suites by Hilton Baltimore Downtown,Baltimore,MD,39.29358951,-76.61473632,"Hotel,Hotels Motels",Accommodation & Food Services,4,3.5999999999999996
Sheraton Portland Airport Hotel,Portland,OR,45.58275475,-122.5753024,"Hotel,Hotels Motels",Accommodation & Food Services,9,3.9444444444444446
Fairfield Inn and Suites by Marriott Virginia Beach Oceanfront,Virginia Beach,VA,36.84725434,-75.97436696,"Hotel,Hotels Motels",Accommodation & Food Services,13,4.111538461538462
Villa Paradiso,Miami Beach,FL,25.78589539,-80.13067203,"Hotels,Hotel",Accommodation & Food Services,25,4.37
Motel 6 Grand Rapids - Airport,Grand Rapids,MI,42.913564,-85.548567,"Hotels,Motel,Lodging,Motels,Hotel",Accommodation & Food Services,1,3.0
La Quinta Inn Suites Warner Robins - Robins AFB,Warner Robins,GA,32.615604,-83.70226,"Bed Breakfasts,Hotels,Business Services,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,5,4.4
Best Western Plus Lockport Hotel,Lockport,NY,43.1531,-78.697,"Corporate Housing,Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,5,4.2
Blue Sky Lodge,Carmel Valley,CA,36.478078,-121.727199,"Hotels,Hotel",Accommodation & Food Services,8,3.625
Hilton Garden Inn,Benton Harbor,MI,42.07398,-86.42714,"Hotels,Restaurant,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,4.0
Courtyard Austin South,Austin,TX,30.209185,-97.75434,"Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
The Star Inn,Cape May,NJ,38.93066,-74.92333,"Hotels,Hotel",Accommodation & Food Services,3,4.666666666666667
Hyatt Place Atlanta Airport-South,Atlanta,GA,33.626412,-84.452114,"Hotels,Hotel",Accommodation & Food Services,30,4.433333333333334
Table Mountain Inn,Golden,CO,39.753886,-105.22034,"Hotels,Restaurant,Event Space,Wedding Hall,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,4,4.5
Sonesta ES Suites Flagstaff,Flagstaff,AZ,35.225735,-111.57411,"Hotels,Apartments,Hotels and motels,Hotel",Accommodation & Food Services,8,4.375
Aqua Soleil Hotel And Mineral Water Spa,Desert Hot Springs,CA,33.9427,-116.5013,"Hotels,Hotels Motels,Hotel",Accommodation & Food Services,1,4.0
Best Western Plus Arroyo Roble Hotel & Creekside Villas,Sedona,AZ,34.87213,-111.75775,"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Accommodation & Food Services,19,4.052631578947368
hotel le bleu,Brooklyn,NY,40.6733,-73.987,"Hotels,Boutique Hotels,Resort,Hotels and motels,Lodging,Hotels Motels,Luxury Hotels,Motels,Hotel",Accommodation & Food Services,3,4.333333333333333
Residence Inn Dallas Richardson,Richardson,TX,32.98085,-96.70812,"Meeting Room,Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
Homewood Suites by Hilton Orlando-Nearest to Univ Studios,Orlando,FL,28.4657,-81.4623,"Hotels and motels,Resorts,Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
Tradewinds Restaurant,Orlando,FL,28.411989,-81.466962,"Hotels,Breakfast Spot,Resort,American Restaurant,Hotel",Accommodation & Food Services,10,4.5
Hampton Inn Union City,Union City,CA,37.59823,-122.068275,"accommodations & lodging,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,5,4.6
Embassy Suites by Hilton Baltimore at BWI Airport,Linthicum Heights,MD,39.20625,-76.69111,"Hotels,Conference Room,Lodging,Meeting Room,Hotel",Accommodation & Food Services,26,3.9615384615384617
Four Points by Sheraton Plainview Long Island,Plainview,NY,40.78503,-73.445568,"Hotels,Convention services and facilities,Hotels and motels,Hotel and motel reservations,Fairgrounds,Hotels Motels,Hotel,Convention information bureaus",Accommodation & Food Services,6,4.333333333333333
The Resort at Longboat Key Club,Longboat Key,FL,27.330847,-82.59081,"Hotels,Golf Course,Resort,Hotel",Arts Entertainment & Recreation,22,4.5
Indigo Inn,Charleston,SC,32.78222137,-79.93140596,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,7,4.0
Wingate by Wyndham Frisco,Frisco,TX,33.12174,-96.74871,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,1,1.0
Best Western Plus Encina Inn & Suites,Santa Barbara,CA,34.43029,-119.72093,"Hotels,Lodging,Hotel",Accommodation & Food Services,10,4.7
The Parkside Inn,Santa Barbara,CA,34.418746,-119.671234,"Travel,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,2,3.0
Basecamp Hotel,South Lake Tahoe,CA,38.959927,-119.9447,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,4,4.5
Hotel Rose,Portland,OR,45.51737,-122.67325,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,3,4.333333333333333
Homewood Suites by Hilton Austin Arboretum / NW,Austin,TX,30.398321,-97.734055,"Hotels,Hotel Stonelake Office Park,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,8,5.0
